image_path,coordinate_path,simulated,source,num_spots
image/seqFISH_77.tif,csv/seqFISH_77.csv,False,seqFISH,197
image/deepblink_528.tif,csv/deepblink_528.csv,False,deepblink,47
image/deepblink_408.tif,csv/deepblink_408.csv,False,deepblink,17
image/deepblink_393.tif,csv/deepblink_393.csv,False,deepblink,32
image/RCA_1193.tif,csv/RCA_1193.csv,False,RCA,149
image/RCA_1105.tif,csv/RCA_1105.csv,False,RCA,305
image/RCA_1049.tif,csv/RCA_1049.csv,False,RCA,349
image/deepblink_344.tif,csv/deepblink_344.csv,False,deepblink,1
image/ExSeq_33.tif,csv/ExSeq_33.csv,False,ExSeq,60
image/deepblink_99.tif,csv/deepblink_99.csv,False,deepblink,54
image/MERFISH_101.tif,csv/MERFISH_101.csv,False,MERFISH,129
image/ExSeq_282.tif,csv/ExSeq_282.csv,False,ExSeq,53
image/RCA_805.tif,csv/RCA_805.csv,False,RCA,530
image/simfish_30.tif,csv/simfish_30.csv,True,simfish,1500
image/RCA_752.tif,csv/RCA_752.csv,False,RCA,379
image/simfish_222.tif,csv/simfish_222.csv,True,simfish,300
image/seqFISH_353.tif,csv/seqFISH_353.csv,False,seqFISH,422
image/deepblink_541.tif,csv/deepblink_541.csv,False,deepblink,8
image/MERFISH_272.tif,csv/MERFISH_272.csv,False,MERFISH,1155
image/RCA_1232.tif,csv/RCA_1232.csv,False,RCA,682
image/deepblink_420.tif,csv/deepblink_420.csv,False,deepblink,82
image/deepblink_459.tif,csv/deepblink_459.csv,False,deepblink,55
image/deepspot_91.tif,csv/deepspot_91.csv,True,deepspot,241
image/MERFISH_52.tif,csv/MERFISH_52.csv,False,MERFISH,616
image/MERFISH_68.tif,csv/MERFISH_68.csv,False,MERFISH,641
image/seqFISH_196.tif,csv/seqFISH_196.csv,False,seqFISH,87
image/deepspot_48.tif,csv/deepspot_48.csv,True,deepspot,241
image/RCA_958.tif,csv/RCA_958.csv,False,RCA,337
image/MERFISH_307.tif,csv/MERFISH_307.csv,False,MERFISH,569
image/deepblink_228.tif,csv/deepblink_228.csv,False,deepblink,82
image/deepblink_617.tif,csv/deepblink_617.csv,False,deepblink,28
image/deepblink_584.tif,csv/deepblink_584.csv,False,deepblink,25
image/RCA_632.tif,csv/RCA_632.csv,False,RCA,107
image/MERFISH_306.tif,csv/MERFISH_306.csv,False,MERFISH,422
image/simfish_179.tif,csv/simfish_179.csv,True,simfish,1000
image/deepblink_317.tif,csv/deepblink_317.csv,False,deepblink,33
image/deepblink_309.tif,csv/deepblink_309.csv,False,deepblink,84
image/deepspot_131.tif,csv/deepspot_131.csv,True,deepspot,241
image/deepspot_387.tif,csv/deepspot_387.csv,True,deepspot,135
image/deepspot_447.tif,csv/deepspot_447.csv,True,deepspot,135
image/deepspot_67.tif,csv/deepspot_67.csv,True,deepspot,241
image/seqFISH_142.tif,csv/seqFISH_142.csv,False,seqFISH,287
image/MERFISH_321.tif,csv/MERFISH_321.csv,False,MERFISH,836
image/ExSeq_107.tif,csv/ExSeq_107.csv,False,ExSeq,21
image/simfish_328.tif,csv/simfish_328.csv,True,simfish,800
image/RCA_519.tif,csv/RCA_519.csv,False,RCA,642
image/seqFISH_227.tif,csv/seqFISH_227.csv,False,seqFISH,390
image/RCA_622.tif,csv/RCA_622.csv,False,RCA,687
image/simfish_467.tif,csv/simfish_467.csv,True,simfish,2300
image/deepblink_320.tif,csv/deepblink_320.csv,False,deepblink,5
