image_path,coordinate_path,simulated,source,num_spots
image/ExSeq_33.tif,csv/ExSeq_33.csv,False,ExSeq,60
image/ExSeq_282.tif,csv/ExSeq_282.csv,False,ExSeq,53
image/ExSeq_107.tif,csv/ExSeq_107.csv,False,ExSeq,21
image/ExSeq_162.tif,csv/ExSeq_162.csv,False,ExSeq,23
image/ExSeq_338.tif,csv/ExSeq_338.csv,False,ExSeq,16
image/ExSeq_301.tif,csv/ExSeq_301.csv,False,ExSeq,37
image/ExSeq_428.tif,csv/ExSeq_428.csv,False,ExSeq,21
image/ExSeq_192.tif,csv/ExSeq_192.csv,False,ExSeq,57
image/ExSeq_365.tif,csv/ExSeq_365.csv,False,ExSeq,27
image/ExSeq_369.tif,csv/ExSeq_369.csv,False,ExSeq,43
image/ExSeq_382.tif,csv/ExSeq_382.csv,False,ExSeq,62
image/ExSeq_118.tif,csv/ExSeq_118.csv,False,ExSeq,33
image/ExSeq_363.tif,csv/ExSeq_363.csv,False,ExSeq,28
image/ExSeq_461.tif,csv/ExSeq_461.csv,False,ExSeq,14
image/ExSeq_51.tif,csv/ExSeq_51.csv,False,ExSeq,0
image/ExSeq_87.tif,csv/ExSeq_87.csv,False,ExSeq,22
image/ExSeq_398.tif,csv/ExSeq_398.csv,False,ExSeq,33
image/ExSeq_390.tif,csv/ExSeq_390.csv,False,ExSeq,10
image/ExSeq_319.tif,csv/ExSeq_319.csv,False,ExSeq,24
image/ExSeq_164.tif,csv/ExSeq_164.csv,False,ExSeq,58
image/ExSeq_171.tif,csv/ExSeq_171.csv,False,ExSeq,36
image/ExSeq_261.tif,csv/ExSeq_261.csv,False,ExSeq,65
image/ExSeq_43.tif,csv/ExSeq_43.csv,False,ExSeq,0
image/ExSeq_280.tif,csv/ExSeq_280.csv,False,ExSeq,31
image/ExSeq_292.tif,csv/ExSeq_292.csv,False,ExSeq,34
image/ExSeq_229.tif,csv/ExSeq_229.csv,False,ExSeq,39
image/ExSeq_68.tif,csv/ExSeq_68.csv,False,ExSeq,0
image/ExSeq_456.tif,csv/ExSeq_456.csv,False,ExSeq,94
image/ExSeq_343.tif,csv/ExSeq_343.csv,False,ExSeq,47
image/ExSeq_61.tif,csv/ExSeq_61.csv,False,ExSeq,19
image/ExSeq_435.tif,csv/ExSeq_435.csv,False,ExSeq,46
image/ExSeq_416.tif,csv/ExSeq_416.csv,False,ExSeq,34
image/ExSeq_34.tif,csv/ExSeq_34.csv,False,ExSeq,0
image/ExSeq_83.tif,csv/ExSeq_83.csv,False,ExSeq,21
image/ExSeq_209.tif,csv/ExSeq_209.csv,False,ExSeq,22
image/ExSeq_21.tif,csv/ExSeq_21.csv,False,ExSeq,46
image/ExSeq_11.tif,csv/ExSeq_11.csv,False,ExSeq,27
image/ExSeq_108.tif,csv/ExSeq_108.csv,False,ExSeq,7
image/ExSeq_422.tif,csv/ExSeq_422.csv,False,ExSeq,7
image/ExSeq_414.tif,csv/ExSeq_414.csv,False,ExSeq,62
image/ExSeq_165.tif,csv/ExSeq_165.csv,False,ExSeq,33
image/ExSeq_394.tif,csv/ExSeq_394.csv,False,ExSeq,26
image/ExSeq_220.tif,csv/ExSeq_220.csv,False,ExSeq,40
image/ExSeq_71.tif,csv/ExSeq_71.csv,False,ExSeq,0
image/ExSeq_204.tif,csv/ExSeq_204.csv,False,ExSeq,41
image/ExSeq_307.tif,csv/ExSeq_307.csv,False,ExSeq,47
image/ExSeq_227.tif,csv/ExSeq_227.csv,False,ExSeq,32
image/ExSeq_151.tif,csv/ExSeq_151.csv,False,ExSeq,102
image/ExSeq_239.tif,csv/ExSeq_239.csv,False,ExSeq,72
image/ExSeq_291.tif,csv/ExSeq_291.csv,False,ExSeq,30
image/ExSeq_120.tif,csv/ExSeq_120.csv,False,ExSeq,18
image/ExSeq_149.tif,csv/ExSeq_149.csv,False,ExSeq,69
image/ExSeq_38.tif,csv/ExSeq_38.csv,False,ExSeq,0
