image_path,coordinate_path,simulated,source,num_spots
image/seqFISH_77.tif,csv/seqFISH_77.csv,False,seqFISH,197
image/seqFISH_353.tif,csv/seqFISH_353.csv,False,seqFISH,422
image/seqFISH_196.tif,csv/seqFISH_196.csv,False,seqFISH,87
image/seqFISH_142.tif,csv/seqFISH_142.csv,False,seqFISH,287
image/seqFISH_227.tif,csv/seqFISH_227.csv,False,seqFISH,390
image/seqFISH_186.tif,csv/seqFISH_186.csv,False,seqFISH,481
image/seqFISH_180.tif,csv/seqFISH_180.csv,False,seqFISH,589
image/seqFISH_278.tif,csv/seqFISH_278.csv,False,seqFISH,120
image/seqFISH_473.tif,csv/seqFISH_473.csv,False,seqFISH,600
image/seqFISH_25.tif,csv/seqFISH_25.csv,False,seqFISH,140
image/seqFISH_391.tif,csv/seqFISH_391.csv,False,seqFISH,54
image/seqFISH_144.tif,csv/seqFISH_144.csv,False,seqFISH,37
image/seqFISH_236.tif,csv/seqFISH_236.csv,False,seqFISH,336
image/seqFISH_302.tif,csv/seqFISH_302.csv,False,seqFISH,501
image/seqFISH_455.tif,csv/seqFISH_455.csv,False,seqFISH,588
image/seqFISH_145.tif,csv/seqFISH_145.csv,False,seqFISH,72
image/seqFISH_113.tif,csv/seqFISH_113.csv,False,seqFISH,424
image/seqFISH_128.tif,csv/seqFISH_128.csv,False,seqFISH,134
image/seqFISH_98.tif,csv/seqFISH_98.csv,False,seqFISH,321
image/seqFISH_339.tif,csv/seqFISH_339.csv,False,seqFISH,69
image/seqFISH_425.tif,csv/seqFISH_425.csv,False,seqFISH,30
image/seqFISH_343.tif,csv/seqFISH_343.csv,False,seqFISH,71
image/seqFISH_117.tif,csv/seqFISH_117.csv,False,seqFISH,747
image/seqFISH_417.tif,csv/seqFISH_417.csv,False,seqFISH,38
image/seqFISH_153.tif,csv/seqFISH_153.csv,False,seqFISH,486
image/seqFISH_7.tif,csv/seqFISH_7.csv,False,seqFISH,550
image/seqFISH_517.tif,csv/seqFISH_517.csv,False,seqFISH,272
image/seqFISH_124.tif,csv/seqFISH_124.csv,False,seqFISH,77
image/seqFISH_245.tif,csv/seqFISH_245.csv,False,seqFISH,214
image/seqFISH_426.tif,csv/seqFISH_426.csv,False,seqFISH,52
image/seqFISH_215.tif,csv/seqFISH_215.csv,False,seqFISH,304
image/seqFISH_178.tif,csv/seqFISH_178.csv,False,seqFISH,599
image/seqFISH_233.tif,csv/seqFISH_233.csv,False,seqFISH,27
