image_path,coordinate_path,simulated,source,num_spots
image/simfish_24.tif,csv/simfish_24.csv,True,simfish,523
image/simfish_53.tif,csv/simfish_53.csv,True,simfish,475
image/simfish_18.tif,csv/simfish_18.csv,True,simfish,495
image/simfish_45.tif,csv/simfish_45.csv,True,simfish,527
image/simfish_60.tif,csv/simfish_60.csv,True,simfish,509
image/simfish_36.tif,csv/simfish_36.csv,True,simfish,484
image/simfish_55.tif,csv/simfish_55.csv,True,simfish,544
image/simfish_20.tif,csv/simfish_20.csv,True,simfish,486
image/simfish_34.tif,csv/simfish_34.csv,True,simfish,471
image/simfish_19.tif,csv/simfish_19.csv,True,simfish,498
image/simfish_16.tif,csv/simfish_16.csv,True,simfish,523
image/simfish_21.tif,csv/simfish_21.csv,True,simfish,524
image/simfish_5.tif,csv/simfish_5.csv,True,simfish,468
image/simfish_49.tif,csv/simfish_49.csv,True,simfish,558
image/simfish_57.tif,csv/simfish_57.csv,True,simfish,531
image/simfish_58.tif,csv/simfish_58.csv,True,simfish,515
image/simfish_42.tif,csv/simfish_42.csv,True,simfish,488
image/simfish_48.tif,csv/simfish_48.csv,True,simfish,504
image/simfish_54.tif,csv/simfish_54.csv,True,simfish,520
image/simfish_13.tif,csv/simfish_13.csv,True,simfish,497
image/simfish_33.tif,csv/simfish_33.csv,True,simfish,480
image/simfish_11.tif,csv/simfish_11.csv,True,simfish,497
image/simfish_15.tif,csv/simfish_15.csv,True,simfish,491
image/simfish_38.tif,csv/simfish_38.csv,True,simfish,501
image/simfish_46.tif,csv/simfish_46.csv,True,simfish,495
image/simfish_30.tif,csv/simfish_30.csv,True,simfish,488
image/simfish_52.tif,csv/simfish_52.csv,True,simfish,477
image/simfish_35.tif,csv/simfish_35.csv,True,simfish,501
image/simfish_17.tif,csv/simfish_17.csv,True,simfish,486
image/simfish_32.tif,csv/simfish_32.csv,True,simfish,483
image/simfish_51.tif,csv/simfish_51.csv,True,simfish,525
image/simfish_43.tif,csv/simfish_43.csv,True,simfish,511
image/simfish_31.tif,csv/simfish_31.csv,True,simfish,457
image/simfish_3.tif,csv/simfish_3.csv,True,simfish,489
image/simfish_10.tif,csv/simfish_10.csv,True,simfish,508
image/simfish_12.tif,csv/simfish_12.csv,True,simfish,499
image/simfish_40.tif,csv/simfish_40.csv,True,simfish,512
image/simfish_14.tif,csv/simfish_14.csv,True,simfish,501
image/simfish_4.tif,csv/simfish_4.csv,True,simfish,500
image/simfish_6.tif,csv/simfish_6.csv,True,simfish,477
image/simfish_8.tif,csv/simfish_8.csv,True,simfish,524
image/simfish_26.tif,csv/simfish_26.csv,True,simfish,503
image/simfish_41.tif,csv/simfish_41.csv,True,simfish,488
image/simfish_56.tif,csv/simfish_56.csv,True,simfish,482
image/simfish_39.tif,csv/simfish_39.csv,True,simfish,487
image/simfish_59.tif,csv/simfish_59.csv,True,simfish,503
image/simfish_29.tif,csv/simfish_29.csv,True,simfish,465
image/simfish_27.tif,csv/simfish_27.csv,True,simfish,515
image/simfish_22.tif,csv/simfish_22.csv,True,simfish,483
image/simfish_25.tif,csv/simfish_25.csv,True,simfish,496
image/simfish_28.tif,csv/simfish_28.csv,True,simfish,492
image/simfish_50.tif,csv/simfish_50.csv,True,simfish,505
image/simfish_2.tif,csv/simfish_2.csv,True,simfish,480
image/simfish_1.tif,csv/simfish_1.csv,True,simfish,479
image/simfish_23.tif,csv/simfish_23.csv,True,simfish,522
image/simfish_9.tif,csv/simfish_9.csv,True,simfish,478
image/simfish_47.tif,csv/simfish_47.csv,True,simfish,467
image/simfish_7.tif,csv/simfish_7.csv,True,simfish,494
image/simfish_37.tif,csv/simfish_37.csv,True,simfish,499
image/simfish_44.tif,csv/simfish_44.csv,True,simfish,505
