image_path,coordinate_path,simulated,source,num_spots
image/deepblink_1.tif,csv/deepblink_1.csv,False,deepblink,23
image/deepblink_100.tif,csv/deepblink_100.csv,False,deepblink,4
image/deepblink_101.tif,csv/deepblink_101.csv,False,deepblink,61
image/deepblink_102.tif,csv/deepblink_102.csv,False,deepblink,9
image/deepblink_103.tif,csv/deepblink_103.csv,False,deepblink,13
image/deepblink_104.tif,csv/deepblink_104.csv,False,deepblink,10
image/deepblink_105.tif,csv/deepblink_105.csv,False,deepblink,38
image/deepblink_106.tif,csv/deepblink_106.csv,False,deepblink,10
image/deepblink_107.tif,csv/deepblink_107.csv,False,deepblink,6
image/deepblink_108.tif,csv/deepblink_108.csv,False,deepblink,29
image/deepblink_109.tif,csv/deepblink_109.csv,False,deepblink,8
image/deepblink_11.tif,csv/deepblink_11.csv,False,deepblink,20
image/deepblink_110.tif,csv/deepblink_110.csv,False,deepblink,17
image/deepblink_111.tif,csv/deepblink_111.csv,False,deepblink,90
image/deepblink_112.tif,csv/deepblink_112.csv,False,deepblink,92
image/deepblink_113.tif,csv/deepblink_113.csv,False,deepblink,103
image/deepblink_114.tif,csv/deepblink_114.csv,False,deepblink,153
image/deepblink_115.tif,csv/deepblink_115.csv,False,deepblink,41
image/deepblink_116.tif,csv/deepblink_116.csv,False,deepblink,51
image/deepblink_117.tif,csv/deepblink_117.csv,False,deepblink,43
image/deepblink_118.tif,csv/deepblink_118.csv,False,deepblink,33
image/deepblink_119.tif,csv/deepblink_119.csv,False,deepblink,12
image/deepblink_12.tif,csv/deepblink_12.csv,False,deepblink,81
image/deepblink_120.tif,csv/deepblink_120.csv,False,deepblink,34
image/deepblink_121.tif,csv/deepblink_121.csv,False,deepblink,17
image/deepblink_122.tif,csv/deepblink_122.csv,False,deepblink,37
image/deepblink_123.tif,csv/deepblink_123.csv,False,deepblink,43
image/deepblink_124.tif,csv/deepblink_124.csv,False,deepblink,30
image/deepblink_125.tif,csv/deepblink_125.csv,False,deepblink,81
image/deepblink_128.tif,csv/deepblink_128.csv,False,deepblink,5
image/deepblink_129.tif,csv/deepblink_129.csv,False,deepblink,10
image/deepblink_13.tif,csv/deepblink_13.csv,False,deepblink,20
image/deepblink_130.tif,csv/deepblink_130.csv,False,deepblink,89
image/deepblink_131.tif,csv/deepblink_131.csv,False,deepblink,26
image/deepblink_132.tif,csv/deepblink_132.csv,False,deepblink,25
image/deepblink_133.tif,csv/deepblink_133.csv,False,deepblink,17
image/deepblink_134.tif,csv/deepblink_134.csv,False,deepblink,13
image/deepblink_135.tif,csv/deepblink_135.csv,False,deepblink,27
image/deepblink_136.tif,csv/deepblink_136.csv,False,deepblink,3
image/deepblink_137.tif,csv/deepblink_137.csv,False,deepblink,55
image/deepblink_138.tif,csv/deepblink_138.csv,False,deepblink,34
image/deepblink_139.tif,csv/deepblink_139.csv,False,deepblink,21
image/deepblink_14.tif,csv/deepblink_14.csv,False,deepblink,60
image/deepblink_140.tif,csv/deepblink_140.csv,False,deepblink,14
image/deepblink_141.tif,csv/deepblink_141.csv,False,deepblink,12
image/deepblink_142.tif,csv/deepblink_142.csv,False,deepblink,3
image/deepblink_143.tif,csv/deepblink_143.csv,False,deepblink,9
image/deepblink_144.tif,csv/deepblink_144.csv,False,deepblink,7
image/deepblink_145.tif,csv/deepblink_145.csv,False,deepblink,129
image/deepblink_146.tif,csv/deepblink_146.csv,False,deepblink,40
image/deepblink_147.tif,csv/deepblink_147.csv,False,deepblink,90
image/deepblink_148.tif,csv/deepblink_148.csv,False,deepblink,49
image/deepblink_149.tif,csv/deepblink_149.csv,False,deepblink,9
image/deepblink_15.tif,csv/deepblink_15.csv,False,deepblink,15
image/deepblink_150.tif,csv/deepblink_150.csv,False,deepblink,6
image/deepblink_151.tif,csv/deepblink_151.csv,False,deepblink,23
image/deepblink_152.tif,csv/deepblink_152.csv,False,deepblink,27
image/deepblink_153.tif,csv/deepblink_153.csv,False,deepblink,43
image/deepblink_154.tif,csv/deepblink_154.csv,False,deepblink,31
image/deepblink_155.tif,csv/deepblink_155.csv,False,deepblink,17
image/deepblink_156.tif,csv/deepblink_156.csv,False,deepblink,14
image/deepblink_157.tif,csv/deepblink_157.csv,False,deepblink,99
image/deepblink_158.tif,csv/deepblink_158.csv,False,deepblink,47
image/deepblink_159.tif,csv/deepblink_159.csv,False,deepblink,94
image/deepblink_16.tif,csv/deepblink_16.csv,False,deepblink,8
image/deepblink_160.tif,csv/deepblink_160.csv,False,deepblink,36
image/deepblink_161.tif,csv/deepblink_161.csv,False,deepblink,6
image/deepblink_162.tif,csv/deepblink_162.csv,False,deepblink,12
image/deepblink_163.tif,csv/deepblink_163.csv,False,deepblink,6
image/deepblink_164.tif,csv/deepblink_164.csv,False,deepblink,44
image/deepblink_165.tif,csv/deepblink_165.csv,False,deepblink,59
image/deepblink_166.tif,csv/deepblink_166.csv,False,deepblink,39
image/deepblink_167.tif,csv/deepblink_167.csv,False,deepblink,6
image/deepblink_168.tif,csv/deepblink_168.csv,False,deepblink,11
image/deepblink_169.tif,csv/deepblink_169.csv,False,deepblink,49
image/deepblink_17.tif,csv/deepblink_17.csv,False,deepblink,17
image/deepblink_170.tif,csv/deepblink_170.csv,False,deepblink,135
image/deepblink_171.tif,csv/deepblink_171.csv,False,deepblink,136
image/deepblink_172.tif,csv/deepblink_172.csv,False,deepblink,27
image/deepblink_173.tif,csv/deepblink_173.csv,False,deepblink,32
image/deepblink_174.tif,csv/deepblink_174.csv,False,deepblink,11
image/deepblink_175.tif,csv/deepblink_175.csv,False,deepblink,27
image/deepblink_176.tif,csv/deepblink_176.csv,False,deepblink,90
image/deepblink_177.tif,csv/deepblink_177.csv,False,deepblink,32
image/deepblink_178.tif,csv/deepblink_178.csv,False,deepblink,52
image/deepblink_179.tif,csv/deepblink_179.csv,False,deepblink,21
image/deepblink_18.tif,csv/deepblink_18.csv,False,deepblink,45
image/deepblink_180.tif,csv/deepblink_180.csv,False,deepblink,6
image/deepblink_181.tif,csv/deepblink_181.csv,False,deepblink,20
image/deepblink_182.tif,csv/deepblink_182.csv,False,deepblink,25
image/deepblink_183.tif,csv/deepblink_183.csv,False,deepblink,87
image/deepblink_184.tif,csv/deepblink_184.csv,False,deepblink,8
image/deepblink_185.tif,csv/deepblink_185.csv,False,deepblink,40
image/deepblink_186.tif,csv/deepblink_186.csv,False,deepblink,25
image/deepblink_187.tif,csv/deepblink_187.csv,False,deepblink,54
image/deepblink_188.tif,csv/deepblink_188.csv,False,deepblink,17
image/deepblink_189.tif,csv/deepblink_189.csv,False,deepblink,10
image/deepblink_19.tif,csv/deepblink_19.csv,False,deepblink,8
image/deepblink_190.tif,csv/deepblink_190.csv,False,deepblink,7
image/deepblink_191.tif,csv/deepblink_191.csv,False,deepblink,12
image/deepblink_192.tif,csv/deepblink_192.csv,False,deepblink,8
image/deepblink_193.tif,csv/deepblink_193.csv,False,deepblink,36
image/deepblink_194.tif,csv/deepblink_194.csv,False,deepblink,78
image/deepblink_195.tif,csv/deepblink_195.csv,False,deepblink,68
image/deepblink_196.tif,csv/deepblink_196.csv,False,deepblink,41
image/deepblink_197.tif,csv/deepblink_197.csv,False,deepblink,65
image/deepblink_198.tif,csv/deepblink_198.csv,False,deepblink,75
image/deepblink_199.tif,csv/deepblink_199.csv,False,deepblink,9
image/deepblink_2.tif,csv/deepblink_2.csv,False,deepblink,1
image/deepblink_20.tif,csv/deepblink_20.csv,False,deepblink,22
image/deepblink_200.tif,csv/deepblink_200.csv,False,deepblink,1
image/deepblink_201.tif,csv/deepblink_201.csv,False,deepblink,25
image/deepblink_202.tif,csv/deepblink_202.csv,False,deepblink,47
image/deepblink_203.tif,csv/deepblink_203.csv,False,deepblink,12
image/deepblink_204.tif,csv/deepblink_204.csv,False,deepblink,30
image/deepblink_205.tif,csv/deepblink_205.csv,False,deepblink,11
image/deepblink_206.tif,csv/deepblink_206.csv,False,deepblink,20
image/deepblink_207.tif,csv/deepblink_207.csv,False,deepblink,8
image/deepblink_208.tif,csv/deepblink_208.csv,False,deepblink,21
image/deepblink_209.tif,csv/deepblink_209.csv,False,deepblink,61
image/deepblink_21.tif,csv/deepblink_21.csv,False,deepblink,41
image/deepblink_210.tif,csv/deepblink_210.csv,False,deepblink,21
image/deepblink_211.tif,csv/deepblink_211.csv,False,deepblink,27
image/deepblink_212.tif,csv/deepblink_212.csv,False,deepblink,94
image/deepblink_213.tif,csv/deepblink_213.csv,False,deepblink,5
image/deepblink_214.tif,csv/deepblink_214.csv,False,deepblink,11
image/deepblink_215.tif,csv/deepblink_215.csv,False,deepblink,17
image/deepblink_216.tif,csv/deepblink_216.csv,False,deepblink,79
image/deepblink_217.tif,csv/deepblink_217.csv,False,deepblink,25
image/deepblink_218.tif,csv/deepblink_218.csv,False,deepblink,97
image/deepblink_219.tif,csv/deepblink_219.csv,False,deepblink,36
image/deepblink_22.tif,csv/deepblink_22.csv,False,deepblink,30
image/deepblink_220.tif,csv/deepblink_220.csv,False,deepblink,133
image/deepblink_221.tif,csv/deepblink_221.csv,False,deepblink,76
image/deepblink_222.tif,csv/deepblink_222.csv,False,deepblink,33
image/deepblink_223.tif,csv/deepblink_223.csv,False,deepblink,9
image/deepblink_224.tif,csv/deepblink_224.csv,False,deepblink,16
image/deepblink_225.tif,csv/deepblink_225.csv,False,deepblink,99
image/deepblink_226.tif,csv/deepblink_226.csv,False,deepblink,22
image/deepblink_227.tif,csv/deepblink_227.csv,False,deepblink,164
image/deepblink_228.tif,csv/deepblink_228.csv,False,deepblink,82
image/deepblink_229.tif,csv/deepblink_229.csv,False,deepblink,51
image/deepblink_23.tif,csv/deepblink_23.csv,False,deepblink,198
image/deepblink_230.tif,csv/deepblink_230.csv,False,deepblink,1
image/deepblink_231.tif,csv/deepblink_231.csv,False,deepblink,11
image/deepblink_232.tif,csv/deepblink_232.csv,False,deepblink,16
image/deepblink_233.tif,csv/deepblink_233.csv,False,deepblink,35
image/deepblink_234.tif,csv/deepblink_234.csv,False,deepblink,66
image/deepblink_235.tif,csv/deepblink_235.csv,False,deepblink,5
image/deepblink_236.tif,csv/deepblink_236.csv,False,deepblink,38
image/deepblink_237.tif,csv/deepblink_237.csv,False,deepblink,33
image/deepblink_238.tif,csv/deepblink_238.csv,False,deepblink,14
image/deepblink_239.tif,csv/deepblink_239.csv,False,deepblink,18
image/deepblink_24.tif,csv/deepblink_24.csv,False,deepblink,4
image/deepblink_240.tif,csv/deepblink_240.csv,False,deepblink,53
image/deepblink_241.tif,csv/deepblink_241.csv,False,deepblink,55
image/deepblink_242.tif,csv/deepblink_242.csv,False,deepblink,117
image/deepblink_243.tif,csv/deepblink_243.csv,False,deepblink,2
image/deepblink_244.tif,csv/deepblink_244.csv,False,deepblink,5
image/deepblink_245.tif,csv/deepblink_245.csv,False,deepblink,13
image/deepblink_246.tif,csv/deepblink_246.csv,False,deepblink,40
image/deepblink_247.tif,csv/deepblink_247.csv,False,deepblink,105
image/deepblink_248.tif,csv/deepblink_248.csv,False,deepblink,85
image/deepblink_249.tif,csv/deepblink_249.csv,False,deepblink,5
image/deepblink_25.tif,csv/deepblink_25.csv,False,deepblink,20
image/deepblink_250.tif,csv/deepblink_250.csv,False,deepblink,35
image/deepblink_251.tif,csv/deepblink_251.csv,False,deepblink,12
image/deepblink_252.tif,csv/deepblink_252.csv,False,deepblink,58
image/deepblink_253.tif,csv/deepblink_253.csv,False,deepblink,32
image/deepblink_254.tif,csv/deepblink_254.csv,False,deepblink,11
image/deepblink_255.tif,csv/deepblink_255.csv,False,deepblink,15
image/deepblink_256.tif,csv/deepblink_256.csv,False,deepblink,5
image/deepblink_257.tif,csv/deepblink_257.csv,False,deepblink,73
image/deepblink_258.tif,csv/deepblink_258.csv,False,deepblink,71
image/deepblink_259.tif,csv/deepblink_259.csv,False,deepblink,101
image/deepblink_26.tif,csv/deepblink_26.csv,False,deepblink,106
image/deepblink_260.tif,csv/deepblink_260.csv,False,deepblink,24
image/deepblink_261.tif,csv/deepblink_261.csv,False,deepblink,82
image/deepblink_262.tif,csv/deepblink_262.csv,False,deepblink,120
image/deepblink_263.tif,csv/deepblink_263.csv,False,deepblink,44
image/deepblink_264.tif,csv/deepblink_264.csv,False,deepblink,14
image/deepblink_265.tif,csv/deepblink_265.csv,False,deepblink,13
